sku,nombre,imagen_local,supabase_url
"1846-3877","SET CORTADORES MINI SAN VALENTIN C/5","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1846-3877.jpg",""
"666661680358","CORTADOR DINO ESQUELETO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/666661680358.jpg",""
"CTRE-03","CORTADOR CONEJO CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTRE-03.jpg",""
"CTRE-75","CORTADOR CONEJO PATITAS CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTRE-75.jpg",""
"CTR000686","JGO CORTA AINOX ANGEL 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000686.jpg",""
"4-0027","CORTADOR GALLETA MGO DONA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-0027.jpg",""
"70896383174","CORTADOR MANZANA METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896383174.jpg",""
"4-0363","CORTADOR GALLETA CUPCAKE AINOX 4CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-0363.jpg",""
"4-0316","CORTADOR GALLETA AINOX FLOR 7.5cm","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-0316.jpg",""
"CTR000793","JGO CORTA AINOX LEON JIRAFA ELEFANTE 5pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000793.jpg",""
"4-3023","JGO CORTA METAL RAMO LOVE CORAZON 3 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-3023.jpg",""
"4-3029","JGO CORTA/MARCA ESQUELETO ESTEGOSAURIO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-3029.jpg",""
"4-1575","CORTADOR DE GALLETA CORAZON DOBLE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-1575.jpg",""
"4-2438","CORTADOR DE GALLETA CUPIDO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2438.jpg",""
"4-1574","CORTADOR DE GALLETA MOÑO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-1574.jpg",""
"4-2838","CORTADOR FLOR 6 PETALOS 9X9CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2838.jpg",""
"4-2364","JGO CORTADOR METAL FLOR 3 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2364.jpg",""
"2308-1216","CORTADOR GALLETA PASCUA (3PZ)","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-1216.jpg",""
"17-046","CORTADOR GALLETA CRUZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17-046.jpg",""
"070896553621","CORTADOR NIÑO JENGIBRE GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896553621.jpg",""
"070896380029","CORTADOR NIÑO JENGIBRE METAL WILTON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896380029.jpg",""
"4-2363","JGO CORTADOR METAL CORAZON 3 PZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/4-2363.jpg",""
"180-0232","SET CORTADOR REDONDO ESTRIADO ACERO INOXIDABLE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/180-0232.jpg",""
"180-1113","CORTADOR REDONDO ALEACION ALUMINIO 4.7CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/180-1113.jpg",""
"180-1114","CORTADOR CUADRADO ALEACION ALUMINIO 4.7CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/180-1114.jpg",""
"CTR00000021","CORTADOR AINOX CALIZ","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR00000021.jpg",""
"CTR00000099","CORTADOR AINOX ABEJA 7.8X6.5 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR00000099.jpg",""
"CTR00000031","CORTADOR AINOX BARCO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR00000031.jpg",""
"CTR00000096","CORTADOR AINOX CONEJO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR00000096.jpg",""
"CTR00000107","CORTADOR AINOX LEON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR00000107.jpg",""
"CTR00000088","CORTADOR AINOX ANCLA 18.3X14 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR00000088.jpg",""
"417-7554","CORTADORES ALFANUMERICOS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/417-7554.jpg",""
"TC1017","CORTADOR LABIOS METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1017.jpg",""
"TC1026","CORTADOR PINO METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1026.jpg",""
"TC1086","CORTADOR TULIPAN METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1086.jpg",""
"TC-166","CORTADOR COLA SIRENA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-166.jpg",""
"TC1226","CORTADOR LOVE METAL","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC1226.jpg",""
"TC-003","CORTADOR COLA SIRENA DOBLADA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-003.jpg",""
"TC-004","CORTADOR UNICORNIO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-004.jpg",""
"TC-008","CORTADOR ESTRELLA DE MAR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-008.jpg",""
"TC-012","CORTADOR VELERO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-012.jpg",""
"TC-014","CORTADOR NUBE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-014.jpg",""
"TC-032","CORTADOR MARIPOSA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-032.jpg",""
"TC-041","CORTADOR T-REX","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-041.jpg",""
"TC-066","CORTAROR OVNI","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-066.jpg",""
"TC-071","CORTADOR BIGOTE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-071.jpg",""
"TC-110","CORTADOR VESTIDO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-110.jpg",""
"TC-118","CORTADOR BANNER","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-118.jpg",""
"TC-138","CORTADOR DINOSAURIO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/TC-138.jpg",""
"2308-0-0292","SET CORTADOR DINOSAURIOS C/3 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-0-0292.jpg",""
"2308-0-0293","SET CORTADOR ABEJA FLORES C/3PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-0-0293.jpg",""
"2308-0-0295","SET CORTADOR UNICORNIO VARITA DIAMENTE C/3 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-0-0295.jpg",""
"8002522523755","JUEGO CORTADOR REDONDO METALTEX","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8002522523755.jpg",""
"190321801097","CORTADOR DELFIN ACERO INOX 7.3X4.8 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/190321801097.jpg",""
"8625001068761","CORTADOR ROSA Y TALLO CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/8625001068761.jpg",""
"HGCH16029","CORTADOR DAD CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCH16029.jpg",""
"HGCH16","CORTADOR PEONIA CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCH16.jpg",""
"HGCH569","CORTADOR FLORES /HOJAS CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCH569.jpg",""
"HGCH211","CORTADOR LOVE MOM-DAD CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCH211.jpg",""
"HGCH010","CORTADOR SET HERRAMIENTAS CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCH010.jpg",""
"871523604605","CORTADOR CAPARAZON MARIO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/871523604605.jpg",""
"0871523604610","CORTADOR CUBO MARIO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/0871523604610.jpg",""
"0871523604606","CORTADOR BOWSER MARIO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/0871523604606.jpg",""
"0871523604600","CORTADOR MARIO BROS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/0871523604600.jpg",""
"70896062345","SET CORTADOR FLOR CONEJO HUEVO C/3 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896062345.jpg",""
"70896337085","CORTADOR CONEJO Y FLOR C/2 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896337085.jpg",""
"70896413819","CORTADOR CONEJO GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896413819.jpg",""
"70896675569","SET CORTADOR ZANAHORIA CONEJO PAJARO C/3 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896675569.jpg",""
"70896213822","CORTADOR HUEVO GRIPPY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896213822.jpg",""
"70896165893","SET MINI CORTADORES PASCUA 4 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/70896165893.jpg",""
"1771202","CORTADOR RATON COMFORT","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/1771202.jpg",""
"17713011","CORTADOR CONCHA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17713011.jpg",""
"177130147","CORTADOR CARA RATON A INOX 7CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/177130147.jpg",""
"177130148","CORTADOR PERFIL CARA RATON A INOX 7CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/177130148.jpg",""
"17713017","CORTADOR CABALLITO DE MAR ACERO INOX 8X4.3CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17713017.jpg",""
"17713033","CORTADOR TIBURON","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17713033.jpg",""
"17713171","CORTADOR PULPO","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/17713171.jpg",""
"7506688117953","CORTADOR COKIE TOOL FLOR","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7506688117953.jpg",""
"7506688117977","CORTADOR COKIE TOOL FRUTA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7506688117977.jpg",""
"7506688117991","CORTADOR COKIE TOOL ANIMALES","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/7506688117991.jpg",""
"16005","CORTADORES COLECCIÓN UNICORNIOS CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/16005.jpg",""
"18034","SET CORTADOR CORAZON C/6 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/18034.jpg",""
"CTR1","CORTADOR DE ACERO INOX. CORAZON CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR1.jpg",""
"CTR2","CORTADOR DE ACERO INOX, TULIPAN CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR2.jpg",""
"HGCI0001","CORTANDO IDEAS MINI","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCI0001.jpg",""
"HGCI0002","CORTANDO IDEAS GRANDE","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCI0002.jpg",""
"HGCI0003","CORTANDOR NAVIDAD DUO (2PZAS)","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/HGCI0003.jpg",""
"070896099945","JUEGO CORTADOR HALLOWEEN CASA ENCANTADA MET C/6","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896099945.jpg",""
"070896134295","SET CORTADOR CALABAZA 3D","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896134295.jpg",""
"070896137395","JUEGO PARA HORNEAR GALLETAS C/8 PZAS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/070896137395.jpg",""
"000694592637 940","CORTADOR CACTUS","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/000694592637 940.jpg",""
"CTR000513","JGO CORTA/MARCADOR PLAST COPOS NIEVE 4pz  0.045","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000513.jpg",""
"CTR000621","JGO CORTA AINOX DINOSAURIOS 9pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000621.jpg",""
"CTR000622","JGO CORTA AINOX DINOSAURIOS 3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000622.jpg",""
"CTR000620","JGO CORTA AINOX BASTON COPO BOTA 18pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000620.jpg",""
"CTR000637","JGO CORTA AINOX ANGEL BOTA COPO 10pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000637.jpg",""
"CTR000613","JGO CORTA AINOX RENO SANTA REGALO 9pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000613.jpg",""
"CTR000614","JGO CORTA AINOX GORRO BOTAS SANTA 9pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000614.jpg",""
"CTR000615","JGO CORTA AINOX ESFERA NAVIDAD COPOS 9pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000615.jpg",""
"CTR000616","JGO CORTA AINOX NAVIDAD  3pz","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/CTR000616.jpg",""
"DTEM466","SET DE CORTADORES PLASTICO LOVE CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTEM466.jpg",""
"DTEM493","CORTADORES MARCADORES DINOSAURIOS KAWAII X4 CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/DTEM493.jpg",""
"16060","CORTADOR DINOX 8 CHERRY AND CAKE CHERRY","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/16060.jpg",""
"23084441","JUEGO CORTADOR CORAZON METAL C/4","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/23084441.jpg",""
"2308-3856","SET CORTADOR LOVE 4 PZA","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/2308-3856.jpg",""
"190321801036","CORTADOR PINO 5.9X7.5 CM","/Users/fcastrillo/src/work/cursor-config/00-personal-offtopic/hgourmet-platform/briefs/import-csv/product_images/190321801036.jpg",""
