clave1 *,clave2,descripción *,departamento,categoria,(s/n) inventariable,unidad,costo,precio1,(s/n) precio con impuestos,(s/n) imp IVA (8%),(s/n) imp IVA (16%),(s/n) granel,existencia,,
6935158080021,6935158080021,SET CORTADOR PINO ESTRELLA 5PZ,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151600
6941994231770,6941994231770,JGO CORTADOR METAL CIRCULO 6pz,Cortadores,Galleta,SI,Pieza,,, $70.00 ,,,,,,52151625
7501553423610,7501553423610,JGO CORTADOR METAL CIRCULO 14PZ,Cortadores,Galleta,SI,Pieza,,, $210.00 ,,,,,,52151625
7501553423612,7501553423612,JGO CORTADOR METAL CUDRADO/CORAZON,Cortadores,Galleta,SI,Pieza,,, $110.00 ,,,,,,52151625
4-3024,7501553430243,JGO CORTA METAL SANTA RENO DUENDE 3 PZ,Cortadores,Galleta,SI,Pieza,,, $90.00 ,,,,,,52151625
63-066,7501553630667,JGO CORTADOR REDONDOS RIZADOS 6 PZ,Cortadores,Galleta,SI,Pieza,,, $80.00 ,,,,,,52151625
4-1562,7501553415622,CORTADOR DE GALLETA ESFERA,Cortadores,Galleta,SI,Pieza,,, $50.00 ,,,,,,52151625
5-5072,7501553550729,CORTADOR DE GALLETA ARBOL DE NAVIDAD 5PZ,Cortadores,Galleta,SI,Pieza,,, $105.00 ,,,,,,52151600
CTR000771,4895217155065,CORTA PLAST NIÑA,Cortadores,Galleta,SI,Pieza,,, $30.00 ,,,,,,52151600
509-231,70896022318,CORTA AINOX CAMPANA 7.5x7.5cm,Cortadores,Galleta,SI,Pieza,,, $40.00 ,,,,,,52151610
CTR000777,4895217157908,JGO CORTA AINOX COPO BASTON GORRO 6pz,Cortadores,Galleta,SI,Pieza,,, $209.00 ,,,,,,52151625
5.5120,7501553551207,JGO CORTADOR GALLETA CASITA 10 PZ,Cortadores,Galleta,SI,Pieza,,, $130.00 ,,,,,,52151625
CTR000549,4895217116455,CORTA METAL MUERDAGO 9.5x5.5cm,Cortadores,Galleta,SI,Pieza,,, $50.00 ,,,,,,52151610
2304-0115,070896381156,CORTADOR MUEÑECO DE NIEVE,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151600
4-3026,7501553430267,JGO CORTA METAL ARBOL RENO ESFERA 3PZ,Cortadores,Galleta,SI,Pieza,,, $90.00 ,,,,,,52151600
16079,16079,CORTADOR SET SANTA CHERRY,Cortadores,Galleta,SI,Pieza,,, $160.00 ,,,,,,50192300
809,809,CORTADOR CASCANUECES CHERRY,Cortadores,Galleta,SI,Pieza,,, $120.00 ,,,,,,50192300
16090,16090,CORTADOR NAVIDAD VARIOS CHERRY,Cortadores,Galleta,SI,Pieza,,, $160.00 ,,,,,,50192300
1180951,7501553551337,JGO CORTADOR LINZER SN VALENTIN 9 PZAS,Cortadores,Galleta,SI,Pieza,,, $165.00 ,,,,,,52151600
UC4145,UC4145,CORTADOR ROMPECABEZAS AMOR,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4152,UC4152,CORTADOR CORAZON LOVE,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4150,UC4150,CORTADOR ARCOIRES NUBES,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4154,UC4154,CORTADOR CORAZON CINTA,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4143,UC4143,CORTADOR CORAZON FLECHADO,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4145,UC4145,CORTADOR ROMPECABEZAS AMOR,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4152,UC4152,CORTADOR CORAZON LOVE,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4150,UC4150,CORTADOR ARCOIRES NUBES,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4154,UC4154,CORTADOR CORAZON CINTA,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
UC4143,UC4143,CORTADOR CORAZON FLECHADO,Cortadores,Galleta,SI,Pieza,,, $65.00 ,,,,,,52151625
7502012003404,7502012003404,CORTADOR VARIOS 12PZ WM,Cortadores,Galleta,SI,Pieza,,, $95.00 ,,,,,,52151600
7502012003398,7502012003398,CORTADOR VARIOS 9PZ WM,Cortadores,Galleta,SI,Pieza,,, $60.00 ,,,,,,52151600
5-5335,7501553553355,JGO CORTADOR PLASTICO FORMAS FLORES 13PZ,Cortadores,Galleta,SI,Pieza,,, $60.00 ,,,,,,52151625
70896085528,70896085528,CORTADOR HUELLA DE PERRO,Cortadores,Galleta,SI,Pieza,,, $45.00 ,,,,,,52151600
4-0007,7501553400079,JGO CORTADOR GALLETA NIÑO 12PZ,Cortadores,Galleta,SI,Pieza,,, $115.00 ,,,,,,52151625
4895217154693,4895217154693,CORTADOR FRESA 8.5X2.5CM,Cortadores,Galleta,SI,Pieza,,, $50.00 ,,,,,,52151625
6036,7501553960368,CORTADOR CONEJO AMARILLO,Cortadores,Galleta,SI,Pieza,,, $30.00 ,,,,,,52151625
4895217154648,4895217154648,CORTADOR CONEJO 8.5X2.5CM,Cortadores,Galleta,SI,Pieza,,, $50.00 ,,,,,,52151625
4-0324,7501553403247,CORTADOR GALLETA AINOX HALLOWEEN 6PZ,Cortadores,Galleta,SI,Pieza,,, $120.00 ,,,,,,52151625
7503035425846,7503035425846,CAJA CASA DE JENGIGRE 170GR,Insumos,Galleta,SI,Pieza,,, $105.00 ,,,,,,50181905
5410126256110,5410126256110,GALLETAS LOTUS BISCOFF 250GR,Insumos,Galleta,SI,Pieza,,, $95.00 ,,,,,,50181905
5410126256109,5410126256109,GALLETAS LOTUS BISCOFF 1KG,Insumos,Galleta,SI,Pieza,,, $360.00 ,,,,,,50181905
021788516200,021788516200,CRUMBS GALLETA MOLIDA LOTUS BISCOFF 750GR,Insumos,Galleta,SI,Pieza,,, $399.00 ,,,,,,50181905
21788516200,21788516200,CRUMBS GALLETA MOLIDA 750GR,Insumos,Galleta,SI,Pieza,,, $399.00 ,,,,,,50181905
20107,20107,OREO SIN RELLENO 250GR,Insumos,Galleta,SI,Pieza,,, $34.00 ,,,,,,50181905
77-101,77-101,ROYAL ICING 1 LB,Insumos,Galleta,SI,Pieza,,, $95.00 ,,,,,,50161800
070896164704,070896164704,MOLDE NIÑO JENGIBRE,Moldes,Galleta,SI,Pieza,,, $295.00 ,,,,,,52151900
7508304322673,7508304322673,ESENCIA DE FRESA 1911 ENCO BOTE 60 ML,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,50192302
7508304322727,7508304322727,ESENCIA DE NARANJA 2825 ENCO BOTE 60 ML,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,50192302
7508304323083,7508304323083,ESENCIA DE VAINILLA 3129 ENCO BOTE 60 ML,Extractos,Vainilla,SI,Pieza,,, $45.00 ,,,,,,50171500
24280,7508304322697,ESENCIA SABOR MANTEQUILLA 60ML 2642 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
24289,7508304322161,ESENCIA DE COCO 60 ML 2054 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
24292,7508304322147,ESENCIA DE ALMENDRA 60 ML 2115 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
9989500200,9989500200,VAINILLA NAL DELICIA 4/1GL,Extractos,Vainilla,SI,Pieza,,, $580.00 ,,,,,,50171500
7508304322994,7508304322994,ESENCIA SABOR NARANJA MANTEQUILLA 60ML 2555 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
20253,20253,VAINILLA SIN COLOR 1L,Extractos,Vainilla,SI,Pieza,,, $75.00 ,,,,,,12164502
HG20253,HG20253,VAINILLA SIN COLOR 250ML,Extractos,Vainilla,SI,Pieza,,, $25.00 ,,,,,,12164502
850067432364,850067432364,ESENCIA DE LIMON  60 ML 2282 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
7508304323007,7508304323007,ESENCIA DE NUEZ 60 ML 1313 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
7503005509026,7503005509026,VAINILLA MOLINA 250ML,Extractos,Vainilla,SI,Pieza,,, $38.00 ,,,,,,12164502
7508304323069,7508304323069,ESENCIA DE PISTACHE 60 ML 2913  ENCO,Extractos,Saborizantes,SI,Pieza,,, $45.00 ,,,,,,12164500
735257006030,735257006030,VAINILLA SABORI ARTIFICIAL D´GARI 500 ML,Extractos,Vainilla,SI,Pieza,,, $30.00 ,,,,,,12164502
781159000683,781159000683,ESENCIA SABOR AZAR 120ML DEIMAN,Extractos,Saborizantes,SI,Pieza,,, $60.00 ,,,,,,12164502
24279,7508304322154,ESENCIA SABOR AVELLANA 60ML 2578 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
24282,7508304322703,ESENCIA SABOR MOKA  60ML 2551 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
24285,7508304323052,ESENCIA SABOR PIÑA 60ML 1568 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
24294,7508304322680,ESENCIA SABOR MANGO 60ML 1985 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
24287,7508304323076,ESENCIA SABOR PLATANO 60ML 1903 ENCO,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164500
735257007037,735257007037,CARAMELO LIQUIDO D GARI 500 ML PIEZA,Extractos,Saborizantes,SI,Pieza,,, $48.00 ,,,,,,12164504
7501464312041,7501464312041,VAINILLA GARY FAV 1L,Extractos,Vainilla,SI,Pieza,,, $30.00 ,,,,,,50171500
7501464314168,7501464314168,VAINILLA LEY 145ML GARY,Extractos,Vainilla,SI,Pieza,,, $21.00 ,,,,,,50171500
7501464312089,7501464312089,VAINILLA LEY 300ML GARY,Extractos,Vainilla,SI,Pieza,,, $24.00 ,,,,,,50171500
604-2126 ,070896601261,EXTRACTO ALMENDRAS 59 ML (2 OZ),Extractos,Saborizantes,SI,Pieza,,, $67.00 ,,,,,,12164500
604-2235 ,070896622358,EXTRACTO LIMON 59 ML (2 OZ),Extractos,Saborizantes,SI,Pieza,,, $67.00 ,,,,,,12164500
1252,0781159000935,ESCENCIA MENTA 120ML,Extractos,Saborizantes,SI,Pieza,,, $70.00 ,,,,,,12171504
674,0781159000805,ESCENCIA FRESA 120ML,Extractos,Saborizantes,SI,Pieza,,, $42.00 ,,,,,,12164502
1505120,0614143434815,CONCENTRADO PISTACHE 120ML,Extractos,Saborizantes,SI,Pieza,,, $40.00 ,,,,,,12164502
42-2100,08730931,ACEITE NATURAL DE ANIS 1 DRAM=0.125 OZ,Extractos,Saborizantes,SI,Pieza,,, $40.00 ,,,,,,12164502
609-1192 ,070896611925,MARCADOR COMESTIBLE NEGRO C/2,Accesorios,Plumones,SI,Pieza,,, $143.00 ,,,,,,12171504
177281327,177281327,MARCADOR PLAST REBANADAS 10/12,Herramientas,Marcadores,SI,Pieza,,, $215.00 ,,,,,,52151600
1328,14963013281,MARCADOR PARA PASTEL 14/16 REBANADAS,Herramientas,Marcadores,SI,Pieza,,, $180.00 ,,,,,,52151600
31124,31124,MARCADOR DE CONCHA MX,Herramientas,Marcadores,SI,Pieza,,, $140.00 ,,,,,,52151905
4-2890,7501553428905,MARCADOR PLAST REBANADAS 10/12 ALEGRIA,Herramientas,Marcadores,SI,Pieza,,, $180.00 ,,,,,,52151600
PINC02,PINC02,PINCELES LENGUA DE GATO,Herramientas,Pinceles,SI,Set,,, $100.00 ,,,,,,52151621
DTM226,DTM226,JGO PINCEL FINO 3PZ CHERRY,Herramientas,Pinceles,SI,Set,,, $65.00 ,,,,,,48101817
6946320216834,6946320216834,JGO PINCEL G-168L 6pz,Herramientas,Pinceles,SI,Set,,, $125.00 ,,,,,,48101817
6946320214847,6946320214847,JGO PINCEL G-148F 4pz,Herramientas,Pinceles,SI,Set,,, $125.00 ,,,,,,48101817
6946320216827,6946320216827,JGO PINCEL G-168S 6pz,Herramientas,Pinceles,SI,Set,,, $125.00 ,,,,,,48101817
6808369002062,6808369002062,JGO PINCEL BOYIXUAN 5pz,Herramientas,Pinceles,SI,Set,,, $135.00 ,,,,,,48101817
6218850612104,6218850612104,JGO PINCEL YH-10 6pz,Herramientas,Pinceles,SI,Set,,, $135.00 ,,,,,,48101817
4895217111788,4895217111788,GODETE Y PINCELES 5PZ ALEGRIA,Herramientas,Pinceles,SI,Set,,, $70.00 ,,,,,,48101817
666661680997,666661680997,JUEGO DE PINCELES ARCOIRIS 6PZ,Herramientas,Pinceles,SI,Set,,, $80.00 ,,,,,,48101817
YHB07,YHB07,JUEGO DE PINCELES 12PZAS,Herramientas,Pinceles,SI,Set,,, $150.00 ,,,,,,48101817
HGYHB07,HGYHB07,PINCEL 1PZ,Herramientas,Pinceles,SI,Pieza,,, $25.00 ,,,,,,48101817
11812005,11812005,JUEGO DE PINCELES 5PZAS,Herramientas,Pinceles,SI,Set,,, $138.00 ,,,,,,48101817
TC3078-1 ,17307819,TAPETE PARA HORNEAR 30X40,Accesorios,Tapetes,SI,Pieza,,, $380.00 ,,,,,,52151600
3-0001,7501553900012,TAPETE DE SILI 62X42 cm,Accesorios,Tapetes,SI,Pieza,,, $430.00 ,,,,,,52151907
DTEM307,DTEM307,TAPETE PARA CORTE,Accesorios,Tapetes,SI,Pieza,,, $240.00 ,,,,,,52151600
70896654502,070896654502,TAPETE PARA HORNEAR 26X40.6CM,Accesorios,Tapetes,SI,Pieza,,, $240.00 ,,,,,,52151900
DTEM97,DTEM97,TAPETE SILICON ROSA CHERRY,Accesorios,Tapetes,SI,Pieza,,, $300.00 ,,,,,,52151600
HGTAP02,HGTAP02,TAPETE ANTIDERRAPANTE GRANDE,Accesorios,Tapetes,SI,Pieza,,, $45.00 ,,,,,,52151907
HGTAP03,HGTAP03,TAPETE ANTIDERRAPANTE MEDIANO,Accesorios,Tapetes,SI,Pieza,,, $35.00 ,,,,,,52151907
HGTAP04,HGTAP04,TAPETE ANTIDERRAPANTE CHICO,Accesorios,Tapetes,SI,Pieza,,, $25.00 ,,,,,,52151907
666661680996,666661680996,TAPETE SILICON C/100,Accesorios,Tapetes,SI,Pieza,,, $455.00 ,,,,,,52151907
666661683125,666661683125,TAPETE SILICON C/200,Accesorios,Tapetes,SI,Pieza,,, $180.00 ,,,,,,52151907
666661683124,666661683124,TAPETE SILICON MACARRON,Accesorios,Tapetes,SI,Pieza,,, $380.00 ,,,,,,52151907
DTEM92,DTEM92,TAPETE DE MACARRONES CORAZONES CHERRY,Accesorios,Tapetes,SI,Pieza,,, $250.00 ,,,,,,52151600
17730824,17730824,TAPETE  HORNEAR REUSABLE 40X60,Accesorios,Tapetes,SI,Pieza,,, $260.00 ,,,,,,52151600
3-0002,7501553900029,TAPETE DE SILI 43X31 cm,Accesorios,Tapetes,SI,Pieza,,, $270.00 ,,,,,,52151907
TC3078 ,17730785,TAPETE PARA HORNEAR 40X60,Accesorios,Tapetes,SI,Pieza,,, $455.00 ,,,,,,52151600
000489517611 815,4895176118156,TAPETE SILICON 29X42,Accesorios,Tapetes,SI,Pieza,,, $198.00 ,,,,,,52151606
25040601,902225040601,TAPETE SILICON MACARRONES 39X28.5CM WILTON,Accesorios,Tapetes,SI,Pieza,,, $280.00 ,,,,,,52151600
TH000000000202,TH000000000202,TAPETE SILICON MACARRONES GRANDE,Accesorios,Tapetes,SI,Pieza,,, $195.00 ,,,,,,52151600
HGTAP01,HGTAP01,TAPETE SILICON MACARRONES CHICO,Accesorios,Tapetes,SI,Pieza,,, $185.00 ,,,,,,52151600
7501553798978,7501553798978,TAPETE SILICON 43x31cm,Accesorios,Tapetes,SI,Pieza,,, $495.00 ,,,,,,52151600
TOL00000004,4897080495484,TAPETE SILICON,Accesorios,Tapetes,SI,Pieza,,, $92.00 ,,,,,,52151600
4-2654,7501553426543,TERMOMETRO DIGITAL LCD BLANCO -40°a230°C,Herramientas,Termometro,SI,Pieza,,, $275.00 ,,,,,,52151648
90903,7501553426284,TERMOMETRO P/REPOSTERIA Y CONFITERIA,Herramientas,Termometro,SI,Pieza,,, $101.00 ,,,,,,52151648
TERM01,888881684388,TERMOMETRO DIGITAL PARA ALIMENTOS,Herramientas,Termometro,SI,Pieza,,, $210.00 ,,,,,,41112200
750155310249,7501553426505,TERMOMETRO ANALOG REDONDO Ø5CM 10°a260°C,Herramientas,Termometro,SI,Pieza,,, $140.00 ,,,,,,52151648
DTEM538,DTEM538,TERMOMETRO HORNO INOXIDABLE CHERRY,Herramientas,Termometro,SI,Pieza,,, $105.00 ,,,,,,50192300
666661680706,666661680706,TERMOMETRO DIGITAL 80706,Herramientas,Termometro,SI,Pieza,,, $115.00 ,,,,,,52151648
666661680705,666661680705,TERMOMETRO BLANCO DIGITAL,Herramientas,Termometro,SI,Pieza,,, $150.00 ,,,,,,52151648
666661686007,666661686007,TERMOMETRO DIGITAL 80706,Herramientas,Termometro,SI,Pieza,,, $115.00 ,,,,,,52151648
COT000411,4895217110194,TERMOMETRO DIGITAL -50°-+300°C,Herramientas,Termometro,SI,Pieza,,, $136.00 ,,,,,,52151648
389426,389426,TERMOMETRO BLANCO DIGITAL MC,Herramientas,Termometro,SI,Pieza,,, $150.00 ,,,,,,52151648
190321812255,190321812255,TERMOMETRO PARA PAN,Herramientas,Termometro,SI,Pieza,,, $180.00 ,,,,,,52151600
180-1511,700841801511,TERMOMETRO PARA HORNO ACERO INOXIDABLE,Herramientas,Termometro,SI,Pieza,,, $162.00 ,,,,,,52151600
COT000415,4895217110545,TERMOMETRO P/HORNO 38°-315°C,Herramientas,Termometro,SI,Pieza,,, $162.00 ,,,,,,52151648
700891201660,700891201660,CEPILLO LIMPIADOR DUYA CHICO,Accesorios,Cepillo,SI,Pieza,,, $45.00 ,,,,,,52151600
700891201662,700891201662,CEPILLO LIMPIADOR DUYA MEDIANO,Accesorios,Cepillo,SI,Pieza,,, $45.00 ,,,,,,52151600
7-0004,7501553700049,CEPILLO LIMPIADOR DE DUYAS,Accesorios,Cepillo,SI,Pieza,,, $52.00 ,,,,,,52151600
418-1123,070896042354,CEPILLO DUYA CH,Accesorios,Cepillo,SI,Pieza,,, $28.00 ,,,,,,52151600
HG2021,HG2021,BASE METALICA CHICA,Herramientas,Bases,SI,Pieza,,, $250.00 ,,,,,,11151700
HG2022,HG2022,BASE METALICA MEDIANA,Herramientas,Bases,SI,Pieza,,, $350.00 ,,,,,,11151700
HG2023,HG2023,BASE METALICA GRANDE,Herramientas,Bases,SI,Pieza,,, $450.00 ,,,,,,11151700
HGBP00119,HGBP00119,DISCO DOBLECORRU PLATA 12CM ,Pastel,Bases,SI,Pieza,,, $9.00 ,,,,,,60121118
HGBP00120,HGBP00120,DISCO DOBLECORRU ORO 12CM,Pastel,Bases,SI,Pieza,,, $9.00 ,,,,,,60121118
HGBP00141,HGBP00141,DISCO DOBLECORRUGA ORO 32CM,Pastel,Bases,SI,Pieza,,, $29.00 ,,,,,,60121118
HGBP00148,HGBP00148,DISCO DOBLECORRUGA PLATA 32CM,Pastel,Bases,SI,Pieza,,, $29.00 ,,,,,,60121118
DB14,DB14,DISCO BLANCO 14 CM,Pastel,Bases,SI,Pieza,,, $6.00 ,,,,,,14121800
DB16,DB16,DISCO BLANCO 16 CM,Pastel,Bases,SI,Pieza,,, $8.00 ,,,,,,14121800
DB18,DB18,DISCO BLANCO 18 CM,Pastel,Bases,SI,Pieza,,, $10.00 ,,,,,,14121800
DB24,DB24,DISCO BLANCO 24 CM,Pastel,Bases,SI,Pieza,,, $16.00 ,,,,,,14121800
DB26,DB26,DISCO BLANCO 26 CM,Pastel,Bases,SI,Pieza,,, $18.00 ,,,,,,14121800
BPL34,BPL34,BASE DORADA LISTON 34 CM,Pastel,Bases,SI,Pieza,,, $48.00 ,,,,,,14121503
BPL42,BPL42,BASE PLATA LISTON 42 CM,Pastel,Bases,SI,Pieza,,, $62.00 ,,,,,,14121503
HGBP00049,HGBP00049,DISCO DOBLECORRU PLATA 20CM,Pastel,Bases,SI,Pieza,,, $17.00 ,,,,,,60121118
HGBP00046,HGBP00046,DISCO DOBLECORRU ORO 22CM,Pastel,Bases,SI,Pieza,,, $14.00 ,,,,,,60121118
HGBP00047,HGBP00047,DISCO DOBLECORRU PLATA 23CM,Pastel,Bases,SI,Pieza,,, $18.00 ,,,,,,60121118
HGBP00048,HGBP00048,DISCO DOBLECORRUGA PLATA 34CM,Pastel,Bases,SI,Pieza,,, $29.00 ,,,,,,60121118
COT000517,4895217119685,BASE CARTON REDONDA DORADA Ø25cm10pz,Pastel,Bases,SI,Pieza,,, $20.00 ,,,,,,14121503
COT000518,4895217119692,BASE CARTON REDONDA DORADA Ø30cm10pz,Pastel,Bases,SI,Pieza,,, $25.00 ,,,,,,14121503
36089,36089,CARTON DORADO MEXICANO NO.8 ,Pastel,Bases,SI,Pieza,,, $7.00 ,,,,,,14121503
36091,36091,CARTON DORADO MEXICANO NO.12 ,Pastel,Bases,SI,Pieza,,, $16.00 ,,,,,,14121503
36093,36093,CARTON DORADO MEXICANO NO.16 ,Pastel,Bases,SI,Pieza,,, $28.00 ,,,,,,14121503
HGMDF0020P,HGMDF0020P,BASE MDF PLATA 20CM,Pastel,Bases,SI,Pieza,,, $60.00 ,,,,,,60111410
HGMDF0020D,HGMDF0020D,BASE MDF DORADO 20CM,Pastel,Bases,SI,Pieza,,, $60.00 ,,,,,,60111410
HGMDF0020B,HGMDF0020B,BASE MDF BLANCO 20CM,Pastel,Bases,SI,Pieza,,, $60.00 ,,,,,,60111410
HGMDF0025P,HGMDF0025P,BASE MDF PLATA 25CM,Pastel,Bases,SI,Pieza,,, $70.00 ,,,,,,60111410
HGMDF0025D,HGMDF0025D,BASE MDF DORADO 25CM,Pastel,Bases,SI,Pieza,,, $70.00 ,,,,,,60111410
HGMDF0025B,HGMDF0025B,BASE MDF BLANCO 25CM,Pastel,Bases,SI,Pieza,,, $70.00 ,,,,,,60111410
HGMDF0025CP,HGMDF0025CP,BASE MDF CUADRADA PLATA 25CM,Pastel,Bases,SI,Pieza,,, $70.00 ,,,,,,60111410
HGMDF0025CD,HGMDF0025CD,BASE MDF CUADRADA DORADO 25CM,Pastel,Bases,SI,Pieza,,, $70.00 ,,,,,,60111410
HGMDF0025CB,HGMDF0025CB,BASE MDF CUADRADA BLANCO 25CM,Pastel,Bases,SI,Pieza,,, $70.00 ,,,,,,60111410
HGMDF0030P,HGMDF0030P,BASE MDF PLATA 30CM,Pastel,Bases,SI,Pieza,,, $80.00 ,,,,,,60111410
HGMDF0030D,HGMDF0030D,BASE MDF DORADO 30CM,Pastel,Bases,SI,Pieza,,, $80.00 ,,,,,,60111410
HGMDF0030B,HGMDF0030B,BASE MDF BLANCO 30CM,Pastel,Bases,SI,Pieza,,, $80.00 ,,,,,,60111410
HGMDF0030CP,HGMDF0030CP,BASE MDF CUADRADA PLATA 30CM,Pastel,Bases,SI,Pieza,,, $80.00 ,,,,,,60111410
HGMDF0030CD,HGMDF0030CD,BASE MDF CUADRADA DORADO 30CM,Pastel,Bases,SI,Pieza,,, $80.00 ,,,,,,60111410
HGMDF0030CB,HGMDF0030CB,BASE MDF CUADRADA BLANCO 30CM,Pastel,Bases,SI,Pieza,,, $80.00 ,,,,,,60111410
HGMDF0035P,HGMDF0035P,BASE MDF PLATA 35CM,Pastel,Bases,SI,Pieza,,, $100.00 ,,,,,,60111410
HGMDF0035D,HGMDF0035D,BASE MDF DORADA 35CM,Pastel,Bases,SI,Pieza,,, $100.00 ,,,,,,60111410
HGMDF0035B,HGMDF0035B,BASE MDF BLANCA 35CM,Pastel,Bases,SI,Pieza,,, $100.00 ,,,,,,60111410
HGMDF0035CP,HGMDF0035CP,BASE MDF CUADRADA PLATA 35CM,Pastel,Bases,SI,Pieza,,, $100.00 ,,,,,,60111410
HGMDF0035CD,HGMDF0035CD,BASE MDF CUADRADA DORADO 35CM,Pastel,Bases,SI,Pieza,,, $100.00 ,,,,,,60111410
HGMDF0035CB,HGMDF0035CB,BASE MDF CUADRADA BLANCO 35CM,Pastel,Bases,SI,Pieza,,, $100.00 ,,,,,,60111410
HGMDF0040P,HGMDF0040P,BASE MDF PLATA 40CM,Pastel,Bases,SI,Pieza,,, $120.00 ,,,,,,60111410
HGMDF0040D,HGMDF0040D,BASE MDF DORADO 40CM,Pastel,Bases,SI,Pieza,,, $120.00 ,,,,,,60111410
HGMDF0040B,HGMDF0040B,BASE MDF BLANCO 40CM,Pastel,Bases,SI,Pieza,,, $120.00 ,,,,,,60111410
HGMDF0040CP,HGMDF0040CP,BASE MDF CUADRADA PLATA 40CM,Pastel,Bases,SI,Pieza,,, $120.00 ,,,,,,60111410
HGMDF0040CD,HGMDF0040CD,BASE MDF CUADRADA DORADO 40CM,Pastel,Bases,SI,Pieza,,, $120.00 ,,,,,,60111410
HGMDF0040CB,HGMDF0040CB,BASE MDF CUADRADA BLANCA 40CM,Pastel,Bases,SI,Pieza,,, $120.00 ,,,,,,60111410
32019,32019,CARTON RECTANGULAR ALUMINIO 35X47,Pastel,Bases,SI,Pieza,,, $32.00 ,,,,,,14122107
36104,36104,CARTON PLATEADO MEXICANO 1/4  25X35,Pastel,Bases,SI,Pieza,,, $16.00 ,,,,,,14121503
36095,36095,CARTON DORADO MEXICANO 1/4 25X35,Pastel,Bases,SI,Pieza,,, $16.00 ,,,,,,14121503
36096,36096,CARTON DORADO MEXICANO 1/2 35X47,Pastel,Bases,SI,Pieza,,, $32.00 ,,,,,,14121503
HGBP00033,HGBP00033,DISCO DOBLE CORRUGADO ORO 15CM,Pastel,Bases,SI,Pieza,,, $12.00 ,,,,,,60121118
HGBP00034,HGBP00034,DISCO DOBLE CORRUGADO PLATA 18CM,Pastel,Bases,SI,Pieza,,, $15.00 ,,,,,,60121118
HGBP00035,HGBP00035,DISCO DOBLE CORRUGADO ORO 20CM,Pastel,Bases,SI,Pieza,,, $17.00 ,,,,,,60121118
HGBP00036,HGBP00036,DISCO DOBLE CORRUGADO PLATA 22CM,Pastel,Bases,SI,Pieza,,, $16.00 ,,,,,,60121118
HGBP00037,HGBP00037,DISCO DOBLE CORRUGADO ORO 18CM,Pastel,Bases,SI,Pieza,,, $15.00 ,,,,,,60121118
HGBP00038,HGBP00038,DISCO DOBLE CORRUGADO ORO 23CM,Pastel,Bases,SI,Pieza,,, $18.00 ,,,,,,60121118
HGBP00039,HGBP00039,DISCO DOBLE CORRUGADO PLATA 25CM,Pastel,Bases,SI,Pieza,,, $20.00 ,,,,,,60121118
HGBP00040,HGBP00040,DISCO DOBLE CORRUGADO ORO 25CM,Pastel,Bases,SI,Pieza,,, $20.00 ,,,,,,60121118
HGBP00041,HGBP00041,DISCO DOBLE CORRUGADO ORO 34CM,Pastel,Bases,SI,Pieza,,, $29.00 ,,,,,,60121118
HGBP00042,HGBP00042,DISCO DOBLE CORRUGADO ORO 43CM,Pastel,Bases,SI,Pieza,,, $38.00 ,,,,,,60121118
HGBP00043,HGBP00043,Disco plano Plata c/pestaña 8cm c/25,Pastel,Bases,SI,Pieza,,, $60.00 ,,,,,,60121118
HGBP00044,HGBP00044,Disco plano Oro c/pestaña 8cm c/25,Pastel,Bases,SI,Pieza,,, $60.00 ,,,,,,60121118
HGACR0026,HGACR0026,BASE MDF CUADRADA DORADO 35CM,Pastel,Bases,SI,Pieza,,, $80.00 ,,,,,,60111410
